"","d","d_obs","cohens_d","response","resp","p"
"1",-0.857904969870031,1.44471060394237,2.27880844267698,"y",1,0.0000148291439834934
"2",0.0839060798424131,0.183858241605032,0.239528326747686,"n",0,0.604675206754196
"3",1.16516749883992,1.07035221496829,1.48871736869748,"n",0,0.00246133947799185
"4",-0.0253941953913665,0.105670333298244,0.160769185951814,"n",0,0.728313015780211
"5",1.17840512199729,0.935312489765025,1.21634392981623,"n",0,0.0116459500216721
"6",0.114256048699615,0.455745752191461,0.936725313942505,"n",0,0.0482394923855575
"7",-1.75804904575318,1.35853364901884,1.8503113394282,"n",0,0.000256479453338061
"8",0.802834589227142,0.425252631488523,0.592547724565707,"n",0,0.204395669757518
"9",1.03531372867097,1.0128343250781,1.73678267726963,"n",0,0.000531135893343147
"10",0.232517397673923,0.410078200902766,0.727391628179905,"n",0,0.121378170176365
"11",-2.068689914101,2.00796305525788,2.66067007090071,"y",1,0.00000139212925343731
"12",1.4910831330848,2.02920128447245,2.75730848272652,"y",1,0.00000055341489540649
"13",0.624532071319722,0.543090059225141,0.804568302035198,"n",0,0.0875791771560539
"14",0.283715566726214,0.170804793555272,0.231164774954018,"n",0,0.617456915657687
"15",-1.26121892141309,1.19990299364555,1.41248411949997,"n",0,0.0038584362461584
"16",0.820794136181972,0.970278638811713,1.18100539414813,"n",0,0.014190994009072
"17",0.654984993849992,0.672707532248442,1.11462168826852,"n",0,0.0200121760465242
"18",-0.0917278589068884,0.097808016553477,0.130046069863463,"n",0,0.778387429647239
"19",1.83254295764332,1.26543491429615,2.14708611410463,"y",1,0.0000405672075696872
"20",0.121034221966824,0.0821862995478213,0.108478801685782,"n",0,0.81446744314645
"21",-0.212510936749193,0.210942779894026,0.321147473998787,"n",0,0.488368532079307
"22",-1.92208008862701,2.74504521539763,3.43108297084203,"y",1,0.00000000570920579124282
"23",1.3998535309134,1.03255291524732,1.54993908597998,"n",0,0.00173454350552562
"24",-0.152055731186755,0.228312600192982,0.406427735824687,"n",0,0.381764385417723
"25",0.744977134799276,0.613070684558899,0.937090479839327,"n",0,0.0483792574435522
"26",1.26600486323522,1.60633784180407,2.18854397108657,"y",1,0.0000276380844552547
"27",-0.130448532706173,0.110947435425323,0.19920666887705,"n",0,0.666679492955383
"28",-0.436059106666379,0.637036171094574,1.01652509421117,"",0,0.0328802543602097
"29",-1.75712626728621,1.6609006634103,2.34895253880932,"y",1,0.0000093666940854258
"30",-1.76280772541289,2.16689801671345,3.04323036987565,"y",1,0.000000082074516549281
